"VALOR LIGACAO","NUM EMPREGADO","DIVISAO","DEPARTAMENTO","TELEFONE","UF","DATA_LIGACAO","MINUTO","SEGUNDO","Dia da Semana","Semestres","VENCIMENTO","Semana do Mes","MEDIA"
84.59,2420999,"Engenharia",9008985,3788351375,"MG",2012-10-30 06:37:06,35,49,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
82.63,5532623,"RH",2743437,3187713883,"MG",2012-10-30 06:22:21,35,24,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
113.54,8421057,"Engenharia",9008985,3588937980,"MG",2012-10-30 06:52:16,35,19,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
83.08,1621347,"Vendas",1559582,11966559095,"SP",2012-10-30 06:52:17,35,18,"Tue","4-Trimestre","10-Outubro","5 semana",105.879468085106
108.83,5333031,"Financeiro",1744466,3388272563,"MG",2012-10-30 06:52:18,35,17,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
80.27,1532781,"Vendas",2748775,8186280566,"PE",2012-09-01 10:44:40,35,6,"Sat","3-Trimestre","9-Setembro","5 semana",107.485714285714
129.43,8931097,"Vendas",2610953,8588006888,"CE",2012-09-01 08:40:32,35,5,"Sat","3-Trimestre","9-Setembro","5 semana",110.283529411765
80.69,5033193,"Vendas",1559582,8185008892,"PE",2012-08-11 08:50:23,35,3,"Sat","3-Trimestre","8-Agosto","2 semana",107.485714285714
54.85,1632657,"Vendas",2610953,7187257556,"BA",2012-08-12 12:06:34,35,2,"Sun","3-Trimestre","8-Agosto","3 semana",97.9727272727273
86.01,1633287,"Financeiro",1744466,8186385576,"PE",2012-08-11 09:22:16,35,2,"Sat","3-Trimestre","8-Agosto","2 semana",107.485714285714
131.41,1621063,"Engenharia",9008985,3185381739,"MG",2012-10-30 06:38:08,34,48,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
108.3,2624191,"Vendas",1559582,3288012161,"MG",2012-10-30 06:38:10,34,46,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
98.23,4922501,"Engenharia",9008985,3187688885,"MG",2012-10-30 06:38:11,34,45,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
108.3,5421007,"Engenharia",9008985,8386329569,"PB",2012-10-30 06:23:40,34,39,"Tue","4-Trimestre","10-Outubro","5 semana",114.0835
91.54,6231513,"Financeiro",1744466,7588195136,"BA",2012-10-30 06:36:55,34,39,"Tue","4-Trimestre","10-Outubro","5 semana",97.9727272727273
100.42,6533169,"Financeiro",1744466,3288392550,"MG",2012-10-30 06:23:41,34,38,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
83.42,4333203,"Financeiro",1744466,8188392597,"PE",2012-10-30 06:23:41,34,37,"Tue","4-Trimestre","10-Outubro","5 semana",107.485714285714
89.83,6532429,"Vendas",2610953,11980681658,"SP",2012-10-30 06:23:43,34,33,"Tue","4-Trimestre","10-Outubro","5 semana",105.879468085106
118.72,2431535,"Financeiro",1744466,11967925265,"SP",2012-10-30 06:42:13,34,12,"Tue","4-Trimestre","10-Outubro","5 semana",105.879468085106
223.89,3428403,"Vendas",1559582,8387551021,"PB",2012-10-30 06:42:16,34,9,"Tue","4-Trimestre","10-Outubro","5 semana",114.0835
216.53,8132561,"Vendas",1559582,3388658153,"MG",2012-10-30 06:39:00,34,2,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
90.95,2330791,"Vendas",1559582,3188351382,"MG",2012-10-30 06:24:22,33,59,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
82.09,3130817,"Vendas",2748775,3186552911,"MG",2012-10-30 06:21:39,33,56,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
121.28,5330259,"Vendas",1559582,11961583258,"SP",2012-10-30 06:21:39,33,55,"Tue","4-Trimestre","10-Outubro","5 semana",105.879468085106
58.84,1027815,"Vendas",2748775,8388313589,"PB",2012-10-30 06:24:23,33,55,"Tue","4-Trimestre","10-Outubro","5 semana",114.0835
90.85,1230353,"Vendas",1559582,7388619873,"BA",2012-10-30 08:02:01,33,25,"Tue","4-Trimestre","10-Outubro","5 semana",97.9727272727273
58.85,5125805,"Vendas",1559582,3588590575,"MG",2012-10-30 06:24:54,33,23,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
90.17,2430121,"Vendas",2748775,3185072555,"MG",2012-10-30 06:25:44,33,21,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
89.83,7133191,"Vendas",2748775,8188556269,"PE",2012-10-30 06:26:16,33,19,"Tue","4-Trimestre","10-Outubro","5 semana",107.485714285714
58.85,8134247,"Vendas",2610953,3588359083,"MG",2012-10-30 06:26:15,33,19,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
106.86,6221017,"Vendas",2610953,3187212862,"MG",2012-10-30 06:24:57,33,18,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
120.95,7224787,"Engenharia",9008985,11968910070,"SP",2012-10-30 06:26:18,33,17,"Tue","4-Trimestre","10-Outubro","5 semana",105.879468085106
129.4,4524751,"Engenharia",9008985,3188155830,"MG",2012-10-30 06:53:41,33,16,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
58.84,1428143,"Vendas",1559582,3388135198,"MG",2012-10-30 06:44:22,33,15,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
58.34,4925381,"Vendas",2610953,11967225950,"SP",2012-10-30 06:52:23,33,14,"Tue","4-Trimestre","10-Outubro","5 semana",105.879468085106
151.26,6327403,"Vendas",1559582,2187038659,"RJ",2012-10-30 06:52:23,33,14,"Tue","4-Trimestre","10-Outubro","5 semana",107.724426229508
94.07,2233025,"Financeiro",1744466,11980729377,"SP",2012-10-30 06:44:25,33,12,"Tue","4-Trimestre","10-Outubro","5 semana",105.879468085106
144.91,3024487,"Vendas",1559582,3185957767,"MG",2012-10-30 06:20:45,33,0,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
117.48,8332871,"Vendas",2610953,3186152280,"MG",2012-10-30 06:27:31,32,54,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
88.02,3322707,"Vendas",2610953,3288592855,"MG",2012-10-30 06:27:31,32,54,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
55.62,4632299,"Operações",2743437,9888065957,"MA",2012-10-30 06:44:54,32,44,"Tue","4-Trimestre","10-Outubro","5 semana",104.413230769231
110.48,9433861,"Vendas",2610953,3388555603,"MG",2012-10-30 06:36:16,32,40,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
89.73,2322431,"Vendas",1559582,3388781155,"MG",2012-10-30 06:50:57,32,40,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
93.8,7325507,"RH",2743437,8387812582,"PB",2012-10-30 06:26:58,32,38,"Tue","4-Trimestre","10-Outubro","5 semana",114.0835
267.85,6524775,"Engenharia",9008985,3888199287,"MG",2012-10-30 06:45:37,32,38,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
301.24,1325651,"Operações",2743437,8587126125,"CE",2012-10-30 06:51:03,32,35,"Tue","4-Trimestre","10-Outubro","5 semana",110.283529411765
110,4720911,"Vendas",6251061,3185985561,"MG",2012-10-30 06:27:00,32,34,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
88.88,1020625,"Engenharia",9008985,8585357065,"CE",2012-10-30 06:45:41,32,34,"Tue","4-Trimestre","10-Outubro","5 semana",110.283529411765
99.49,3221177,"Engenharia",9008985,3185362119,"MG",2012-10-30 06:45:42,32,33,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
110.27,1520463,"Vendas",2748775,3185357251,"MG",2012-10-30 06:20:23,32,31,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
119.4,3622495,"Engenharia",9008985,11960225896,"SP",2012-10-30 06:36:24,32,30,"Tue","4-Trimestre","10-Outubro","5 semana",105.879468085106
82.85,9833859,"Operações",8608369,8186766153,"PE",2012-10-30 06:26:01,32,15,"Tue","4-Trimestre","10-Outubro","5 semana",107.485714285714
86.44,9724571,"Operações",8608369,3288255635,"MG",2012-10-30 06:46:06,32,10,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
114.44,5321839,"Vendas",2610953,3186068588,"MG",2012-10-30 06:20:16,32,9,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
202.09,7630027,"Operações",2743437,1288786551,"SP",2012-10-30 06:35:26,32,9,"Tue","4-Trimestre","10-Outubro","5 semana",105.879468085106
129.61,6621749,"Engenharia",9008985,3185937567,"MG",2012-10-30 06:28:47,32,8,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
86.01,5129905,"Engenharia",9008985,3186329359,"MG",2012-10-30 06:27:28,32,7,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
117.53,8720183,"Vendas",2748775,3187370373,"MG",2012-10-30 06:35:29,32,6,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
144.43,8430767,"Vendas",1559582,8387569162,"PB",2012-10-30 06:26:11,32,4,"Tue","4-Trimestre","10-Outubro","5 semana",114.0835
83.75,1329639,"RH",2743437,3288390830,"MG",2012-10-30 06:35:31,32,4,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
81.56,8829985,"RH",2743437,8187755087,"PE",2012-10-30 06:35:31,32,4,"Tue","4-Trimestre","10-Outubro","5 semana",107.485714285714
121.93,7025399,"Engenharia",9008985,3189265597,"MG",2012-10-30 06:28:51,32,3,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
103.82,5022209,"Vendas",1559582,8587535676,"CE",2012-10-30 06:23:32,32,2,"Tue","4-Trimestre","10-Outubro","5 semana",110.283529411765
86.02,7033061,"Operações",2743437,8586302553,"CE",2012-10-30 06:28:53,32,2,"Tue","4-Trimestre","10-Outubro","5 semana",110.283529411765
55.83,5122025,"Vendas",1559582,7187797353,"BA",2012-10-30 06:35:39,32,2,"Tue","4-Trimestre","10-Outubro","5 semana",97.9727272727273
92.57,8032621,"RH",2743437,2186590171,"RJ",2012-10-30 06:51:37,32,0,"Tue","4-Trimestre","10-Outubro","5 semana",107.724426229508
55.62,2020691,"Vendas",2610953,8586051891,"CE",2012-10-30 06:30:19,31,56,"Tue","4-Trimestre","10-Outubro","5 semana",110.283529411765
55.62,5530767,"Vendas",1559582,3388158032,"MG",2012-10-30 08:01:25,31,49,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
86.4,8833839,"Operações",8608369,3187657217,"MG",2012-10-30 06:30:05,31,40,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
82.62,9331101,"RH",2743437,5585510555,"PR",2012-10-30 06:30:09,31,36,"Tue","4-Trimestre","10-Outubro","5 semana",97.7668421052632
86.94,2933475,"Engenharia",9008985,3288351775,"MG",2012-10-30 06:34:56,31,26,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
56.04,3221843,"Operações",8608369,3186511709,"MG",2012-10-30 06:29:37,31,25,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
110.27,4126429,"Marketing",9008985,11980991033,"SP",2012-10-30 06:46:16,31,21,"Tue","4-Trimestre","10-Outubro","5 semana",105.879468085106
55.62,1520185,"Vendas",2610953,3187592755,"MG",2012-10-30 06:47:36,31,21,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
55.62,7421843,"Operações",8608369,9188866202,"PA",2012-10-30 06:06:54,31,20,"Tue","4-Trimestre","10-Outubro","5 semana",99.749
86.88,4720405,"Operações",8608369,1987000067,"SP",2012-10-30 06:34:58,31,19,"Tue","4-Trimestre","10-Outubro","5 semana",105.879468085106
81.56,7625995,"Vendas",2610953,3187908563,"MG",2012-10-30 06:46:59,31,19,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
55.62,5232701,"Vendas",2610953,6185577398,"DF",2012-10-30 06:28:18,31,18,"Tue","4-Trimestre","10-Outubro","5 semana",66.6766666666667
137.35,5524289,"Operações",2743437,9888818067,"MA",2012-10-30 06:34:59,31,18,"Tue","4-Trimestre","10-Outubro","5 semana",104.413230769231
55.62,4733585,"Marketing",9008985,3187287507,"MG",2012-10-30 06:47:01,31,18,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
134.12,3622021,"Engenharia",9008985,3189236571,"MG",2012-10-30 06:47:01,31,17,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
88.91,9128617,"Operações",2743437,3588395569,"MG",2012-10-30 06:47:03,31,15,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
103.89,7022025,"Vendas",1559582,8186599610,"PE",2012-10-30 06:50:23,31,15,"Tue","4-Trimestre","10-Outubro","5 semana",107.485714285714
112.38,8028813,"Engenharia",9008985,3185559599,"MG",2012-10-30 06:02:45,31,0,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
112.34,9026573,"Operações",2743437,11967622122,"SP",2012-10-30 05:35:25,30,56,"Tue","4-Trimestre","10-Outubro","5 semana",105.879468085106
101.27,3220093,"Engenharia",9008985,5385550237,"RS",2012-10-30 05:38:50,30,54,"Tue","4-Trimestre","10-Outubro","5 semana",99.78
81.57,9222983,"Engenharia",9008985,8185591051,"PE",2012-10-30 05:54:51,30,54,"Tue","4-Trimestre","10-Outubro","5 semana",107.485714285714
83.69,8725241,"Vendas",2610953,8186851001,"PE",2012-10-30 06:32:41,30,54,"Tue","4-Trimestre","10-Outubro","5 semana",107.485714285714
116.59,5520941,"Vendas",1559582,3186622320,"MG",2012-10-30 05:38:43,30,52,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
93.53,6127253,"Engenharia",9008985,3587216055,"MG",2012-10-30 06:32:50,30,52,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
106.03,2022663,"Vendas",1559582,3588515769,"MG",2012-10-30 06:48:50,30,52,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
90.87,7823373,"Engenharia",9008985,8588830935,"CE",2012-10-30 06:31:31,30,51,"Tue","4-Trimestre","10-Outubro","5 semana",110.283529411765
103.98,2522207,"Engenharia",9008985,3588555519,"MG",2012-10-30 06:04:17,30,48,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
95.63,5822301,"Engenharia",9008985,7185010750,"BA",2012-10-30 06:30:15,30,47,"Tue","4-Trimestre","10-Outubro","5 semana",97.9727272727273
110.27,2120145,"Engenharia",9008985,7788096159,"BA",2012-10-30 07:18:50,30,47,"Tue","4-Trimestre","10-Outubro","5 semana",97.9727272727273
101.78,1630077,"Marketing",9008985,3186591585,"MG",2012-10-30 05:28:55,30,46,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
55.62,6423585,"Vendas",2610953,11960201065,"SP",2012-10-30 05:58:59,30,46,"Tue","4-Trimestre","10-Outubro","5 semana",105.879468085106
91.87,5422051,"Vendas",2610953,3788066398,"MG",2012-10-30 06:02:11,30,46,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
109,7020251,"Engenharia",9008985,3186138571,"MG",2012-10-30 06:03:32,30,46,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
116.81,8122539,"Engenharia",9008985,1388685996,"SP",2012-10-30 05:59:02,30,43,"Tue","4-Trimestre","10-Outubro","5 semana",105.879468085106
103.05,9822873,"Vendas",2610953,1688159352,"SP",2012-10-30 06:34:12,30,43,"Tue","4-Trimestre","10-Outubro","5 semana",105.879468085106
86.02,1720499,"Engenharia",9008985,3186521095,"MG",2012-10-30 06:04:56,30,42,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
91.39,6624571,"Operações",8608369,3186627980,"MG",2012-10-30 06:02:16,30,41,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
133.94,6121273,"Engenharia",9008985,8587731560,"CE",2012-08-29 07:39:41,30,40,"Wed","3-Trimestre","8-Agosto","5 semana",110.283529411765
113.69,6826397,"Vendas",2610953,3188935983,"MG",2012-10-30 05:37:35,30,40,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
91.39,5831331,"Operações",8608369,3187976923,"MG",2012-10-30 07:18:57,30,40,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
97.68,6024659,"Operações",2743437,8586630585,"CE",2012-10-30 05:38:56,30,39,"Tue","4-Trimestre","10-Outubro","5 semana",110.283529411765
137.73,8831329,"RH",2743437,8185833119,"PE",2012-10-30 06:01:00,30,34,"Tue","4-Trimestre","10-Outubro","5 semana",107.485714285714
44.87,5022011,"Vendas",1559582,3388119285,"MG",2012-10-30 08:29:35,30,23,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
88.92,5829071,"RH",2743437,5185558285,"PR",2012-10-30 08:39:30,29,44,"Tue","4-Trimestre","10-Outubro","5 semana",97.7668421052632
102.21,7220733,"Engenharia",9008985,8288058536,"AL",2012-10-30 08:22:42,29,33,"Tue","4-Trimestre","10-Outubro","5 semana",109.508148148148
90.52,1822915,"Engenharia",9008985,9988569661,"MA",2012-10-30 07:39:38,28,39,"Tue","4-Trimestre","10-Outubro","5 semana",104.413230769231
55.62,4823847,"Marketing",9008985,3388952391,"MG",2012-10-30 07:37:31,28,6,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
92.69,1928383,"RH",2743437,7588519665,"BA",2012-07-13 18:08:29,27,8,"Fri","3-Trimestre","7-Julho","3 semana",97.9727272727273
170.37,2220157,"Engenharia",9008985,8388357015,"PB",2012-10-30 07:14:14,26,41,"Tue","4-Trimestre","10-Outubro","5 semana",114.0835
81.57,1021253,"Engenharia",9008985,7988127532,"SE",2012-10-30 07:14:21,26,34,"Tue","4-Trimestre","10-Outubro","5 semana",115.725
55.62,2825659,"Vendas",1559582,9899098105,"MA",2012-08-11 06:33:43,26,28,"Sat","3-Trimestre","8-Agosto","2 semana",104.413230769231
184.15,2920369,"Engenharia",9008985,3186185580,"MG",2012-10-30 07:14:04,26,18,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
102.38,5628331,"Vendas",1559582,8587131086,"CE",2012-07-13 18:10:29,26,13,"Fri","3-Trimestre","7-Julho","3 semana",110.283529411765
120.02,6132899,"RH",2743437,8585117205,"CE",2012-10-30 07:14:09,26,13,"Tue","4-Trimestre","10-Outubro","5 semana",110.283529411765
55.62,8420369,"Engenharia",9008985,3188705276,"MG",2012-10-30 07:32:04,26,10,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
121.79,5333085,"Engenharia",9008985,1157506659,"SP",2012-08-12 12:15:45,26,3,"Sun","3-Trimestre","8-Agosto","3 semana",105.879468085106
81.56,9020893,"Engenharia",9008985,7187005757,"BA",2012-07-13 18:10:28,25,23,"Fri","3-Trimestre","7-Julho","3 semana",97.9727272727273
109.92,4520505,"Operações",2743437,8586537566,"CE",2012-10-30 07:14:12,25,23,"Tue","4-Trimestre","10-Outubro","5 semana",110.283529411765
86.36,7722001,"Engenharia",9008985,3288631577,"MG",2012-10-30 07:15:36,25,19,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
81.57,5930339,"Operações",2743437,3288581770,"MG",2012-10-30 07:10:24,25,11,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
123.02,6621623,"Engenharia",9008985,2186559233,"RJ",2012-09-01 04:14:03,25,4,"Sat","3-Trimestre","9-Setembro","5 semana",107.724426229508
200.2,3427201,"Marketing",9008985,2788015960,"ES",2012-09-01 07:36:15,25,4,"Sat","3-Trimestre","9-Setembro","5 semana",165.59
124.44,9427887,"Operações",8608369,2186033556,"RJ",2012-09-01 07:45:51,25,4,"Sat","3-Trimestre","9-Setembro","5 semana",107.724426229508
71.26,7924571,"Operações",8608369,8588835931,"RN",2012-09-01 08:12:57,25,4,"Sat","3-Trimestre","9-Setembro","5 semana",95.5607142857143
81.56,2320037,"Engenharia",9008985,11962875856,"SP",2012-09-01 04:39:54,25,3,"Sat","3-Trimestre","9-Setembro","5 semana",105.879468085106
110.27,5820963,"Engenharia",9008985,2187985599,"RJ",2012-09-01 06:23:50,25,3,"Sat","3-Trimestre","9-Setembro","5 semana",107.724426229508
90.72,9925983,"Engenharia",9008985,2186889957,"RJ",2012-09-01 06:24:37,25,3,"Sat","3-Trimestre","9-Setembro","5 semana",107.724426229508
86.01,1425101,"Engenharia",9008985,2188255809,"RJ",2012-09-01 06:26:13,25,3,"Sat","3-Trimestre","9-Setembro","5 semana",107.724426229508
134.32,3722535,"Vendas",1559582,11979865027,"SP",2012-09-01 08:11:00,25,3,"Sat","3-Trimestre","9-Setembro","5 semana",105.879468085106
117.74,7620027,"Engenharia",9008985,8588552807,"CE",2012-09-01 08:17:32,25,3,"Sat","3-Trimestre","9-Setembro","5 semana",110.283529411765
110.69,1322029,"Vendas",1559582,3187378606,"MG",2012-09-06 16:32:15,25,2,"Thu","3-Trimestre","9-Setembro","2 semana",102.688081081081
71.26,7721843,"Operações",8608369,11980778229,"SP",2012-09-01 00:47:52,25,2,"Sat","3-Trimestre","9-Setembro","5 semana",105.879468085106
81.57,6123603,"Engenharia",9008985,2187085587,"RJ",2012-09-01 04:12:59,25,2,"Sat","3-Trimestre","9-Setembro","5 semana",107.724426229508
85.42,7526061,"Engenharia",9008985,8186676807,"PE",2012-09-01 04:23:09,25,2,"Sat","3-Trimestre","9-Setembro","5 semana",107.485714285714
110.55,5920869,"Engenharia",9008985,2188117568,"RJ",2012-09-01 06:22:45,25,2,"Sat","3-Trimestre","9-Setembro","5 semana",107.724426229508
86.02,9421249,"Engenharia",9008985,2188667555,"RJ",2012-09-01 06:25:21,25,2,"Sat","3-Trimestre","9-Setembro","5 semana",107.724426229508
114.88,4127075,"Engenharia",9008985,7588598387,"BA",2012-09-01 07:26:42,25,2,"Sat","3-Trimestre","9-Setembro","5 semana",97.9727272727273
111.33,6123735,"Engenharia",9008985,2185212867,"RJ",2012-09-01 07:29:25,25,2,"Sat","3-Trimestre","9-Setembro","5 semana",107.724426229508
110.92,1432857,"Engenharia",9008985,9588037597,"PA",2012-09-01 07:29:54,25,2,"Sat","3-Trimestre","9-Setembro","5 semana",99.749
107.85,5927747,"Vendas",1559582,9588055565,"PA",2012-09-01 07:30:38,25,2,"Sat","3-Trimestre","9-Setembro","5 semana",99.749
83.96,4721265,"Engenharia",9008985,8588033735,"CE",2012-09-01 07:33:45,25,2,"Sat","3-Trimestre","9-Setembro","5 semana",110.283529411765
81.57,9820091,"Engenharia",9008985,2186036365,"RJ",2012-09-01 07:46:48,25,2,"Sat","3-Trimestre","9-Setembro","5 semana",107.724426229508
91.73,9521237,"Engenharia",9008985,11980375623,"SP",2012-09-01 07:51:28,25,2,"Sat","3-Trimestre","9-Setembro","5 semana",105.879468085106
116.88,2223483,"Financeiro",1744466,7988059321,"SE",2012-09-01 07:52:24,25,2,"Sat","3-Trimestre","9-Setembro","5 semana",115.725
125.36,1331237,"Marketing",9008985,2188018358,"RJ",2012-09-01 07:56:38,25,2,"Sat","3-Trimestre","9-Setembro","5 semana",107.724426229508
82.63,2028999,"Engenharia",9008985,8587363671,"RN",2012-09-01 08:13:49,25,2,"Sat","3-Trimestre","9-Setembro","5 semana",95.5607142857143
81.56,2721845,"Operações",2743437,8587680152,"RN",2012-09-01 08:14:35,25,2,"Sat","3-Trimestre","9-Setembro","5 semana",95.5607142857143
82.62,7524531,"Vendas",1559582,11962255853,"SP",2012-09-01 08:16:26,25,2,"Sat","3-Trimestre","9-Setembro","5 semana",105.879468085106
55.62,5826197,"Engenharia",9008985,5885757368,"SC",2012-08-06 07:07:25,24,54,"Mon","3-Trimestre","8-Agosto","2 semana",121.998333333333
248.84,5827777,"Engenharia",9008985,8188160521,"PE",2012-10-30 07:18:06,24,51,"Tue","4-Trimestre","10-Outubro","5 semana",107.485714285714
82.41,5130339,"Operações",2743437,8185055339,"PE",2012-10-30 07:17:28,24,47,"Tue","4-Trimestre","10-Outubro","5 semana",107.485714285714
103.26,1020885,"Engenharia",9008985,5685038532,"PR",2012-10-30 08:26:05,24,45,"Tue","4-Trimestre","10-Outubro","5 semana",97.7668421052632
110.27,4530339,"Operações",2743437,8587121322,"CE",2012-10-30 07:17:30,24,45,"Tue","4-Trimestre","10-Outubro","5 semana",110.283529411765
87.97,9927791,"Engenharia",9008985,2588252327,"RJ",2012-10-30 07:10:13,24,44,"Tue","4-Trimestre","10-Outubro","5 semana",107.724426229508
131.52,8330309,"Operações",2743437,3188532509,"MG",2012-10-30 07:17:31,24,44,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
86.02,2724571,"Operações",8608369,2186109121,"RJ",2012-10-30 07:17:32,24,43,"Tue","4-Trimestre","10-Outubro","5 semana",107.724426229508
111.32,9222273,"Engenharia",9008985,8588626596,"CE",2012-10-30 06:36:21,24,34,"Tue","4-Trimestre","10-Outubro","5 semana",110.283529411765
83,4825203,"Engenharia",9008985,8588295985,"RN",2012-10-30 07:11:44,23,58,"Tue","4-Trimestre","10-Outubro","5 semana",95.5607142857143
81.57,6520931,"Engenharia",9008985,2588055192,"RJ",2012-10-30 07:11:40,23,55,"Tue","4-Trimestre","10-Outubro","5 semana",107.724426229508
94.3,2831221,"RH",2743437,3388723076,"MG",2012-10-30 07:11:42,23,53,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
91.73,3930339,"Operações",2743437,1988665158,"SP",2012-10-30 07:11:44,23,51,"Tue","4-Trimestre","10-Outubro","5 semana",105.879468085106
111.76,4132065,"Operações",2743437,7588176110,"BA",2012-07-13 18:12:08,23,30,"Fri","3-Trimestre","7-Julho","3 semana",97.9727272727273
106.03,1221945,"Vendas",2748775,8585713538,"CE",2012-07-13 18:09:05,23,17,"Fri","3-Trimestre","7-Julho","3 semana",110.283529411765
89.17,6933053,"Marketing",9008985,8188822736,"PE",2012-10-30 07:56:42,22,48,"Tue","4-Trimestre","10-Outubro","5 semana",107.485714285714
87.28,2529745,"Operações",8608369,9887090851,"MA",2012-10-30 07:10:12,22,43,"Tue","4-Trimestre","10-Outubro","5 semana",104.413230769231
86.21,6429567,"Marketing",9008985,9888353379,"MA",2012-10-30 07:17:03,22,34,"Tue","4-Trimestre","10-Outubro","5 semana",104.413230769231
86.01,6527073,"Engenharia",9008985,7588057072,"BA",2012-08-11 09:48:11,20,51,"Sat","3-Trimestre","8-Agosto","2 semana",97.9727272727273
97.67,7229933,"Operações",8608369,8788192177,"PE",2012-10-30 07:18:13,20,49,"Tue","4-Trimestre","10-Outubro","5 semana",107.485714285714
55.61,3627887,"Operações",8608369,7588166309,"BA",2012-10-30 07:19:44,20,33,"Tue","4-Trimestre","10-Outubro","5 semana",97.9727272727273
85.44,3630561,"Engenharia",9008985,8187737955,"PE",2012-08-11 08:15:13,20,9,"Sat","3-Trimestre","8-Agosto","2 semana",107.485714285714
86.01,7725963,"Engenharia",9008985,8586505358,"CE",2012-10-30 06:34:56,20,9,"Tue","4-Trimestre","10-Outubro","5 semana",110.283529411765
82.2,4421639,"Engenharia",9008985,3388957755,"MG",2012-10-30 07:12:48,20,7,"Tue","4-Trimestre","10-Outubro","5 semana",102.688081081081
107.33,2323157,"Engenharia",9008985,8188911005,"PE",2012-09-01 09:51:13,20,5,"Sat","3-Trimestre","9-Setembro","5 semana",107.485714285714
88.24,9123469,"Engenharia",9008985,7588055028,"BA",2012-09-01 11:53:15,20,5,"Sat","3-Trimestre","9-Setembro","5 semana",97.9727272727273
81.56,1120637,"Engenharia",9008985,7581253711,"BA",2012-09-01 10:49:31,20,4,"Sat","3-Trimestre","9-Setembro","5 semana",97.9727272727273
81.56,8920553,"Engenharia",9008985,3185057307,"MG",2012-09-01 11:07:46,20,4,"Sat","3-Trimestre","9-Setembro","5 semana",102.688081081081
